prime_key,dataset_id,as_of_date,company_name,followers_count,employees_on_platform,link,industry,date_added,date_update,description,website,entity_id,cusip,isin
50,58457,2015-09-16,Starbucks,598627,59532,https://www.linkedin.com/company/2271,Retail,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
51,58374,2015-09-16,"Anheuser-Busch InBev",82823,32900,https://www.linkedin.com/company/255188,"Consumer Goods","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
52,58389,2015-09-16,BlackRock,208833,12926,https://www.linkedin.com/company/4764,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
53,58412,2015-09-16,Citi,872482,144588,https://www.linkedin.com/company/11448,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
54,58458,2015-09-16,"Gilead Sciences",90638,7885,https://www.linkedin.com/company/163993,Biotechnology,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
55,58459,2015-09-16,Celgene,94245,6139,https://www.linkedin.com/company/8348,Biotechnology,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
56,58413,2015-09-16,Vodafone,523186,78261,https://www.linkedin.com/company/1217,Telecommunications,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
57,58460,2015-09-16,Pfizer,1072572,76990,https://www.linkedin.com/company/1185,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
58,58461,2015-09-16,"The Home Depot",213605,65474,https://www.linkedin.com/company/1534,Retail,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
59,58390,2015-09-16,ExxonMobil,693869,41627,https://www.linkedin.com/company/1689,"Oil & Energy","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
60,58414,2015-09-16,"Prudential Financial",77425,19910,https://www.linkedin.com/company/1852,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
61,58463,2015-09-16,"Costco Wholesale",112642,28762,https://www.linkedin.com/company/163225,Retail,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
62,58466,2015-09-16,"Express Scripts",68030,15759,https://www.linkedin.com/company/4969,"Hospital & Health Care","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
63,58415,2015-09-16,Scotiabank,142360,35426,https://www.linkedin.com/company/3139,Banking,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
64,58467,2015-09-16,"Thermo Fisher Scientific",114362,21725,https://www.linkedin.com/company/3081,Research,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
65,58468,2015-09-16,Diageo,353333,20208,https://www.linkedin.com/company/2496,"Wine and Spirits","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
67,58375,2015-09-16,Target,456801,86868,https://www.linkedin.com/company/1512,Retail,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
68,58391,2015-09-16,Mylan,63789,11842,https://www.linkedin.com/company/14264,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
69,58416,2015-09-16,Salesforce,495901,17212,https://www.linkedin.com/company/3185,Internet,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
70,58469,2015-09-16,AbbVie,112156,19891,https://www.linkedin.com/company/1304385,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
71,58470,2015-09-16,"Kinder Morgan",47439,5823,https://www.linkedin.com/company/11169,"Oil & Energy","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
72,58417,2015-09-16,Comcast,136991,30478,https://www.linkedin.com/company/1703,"Media Production","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
73,58471,2015-09-16,"The Coca-Cola Company",857418,52495,https://www.linkedin.com/company/1694,"Food & Beverages","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
74,58472,2015-09-16,"Bank of America",624321,198003,https://www.linkedin.com/company/1123,Banking,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
75,58392,2015-09-16,"China Mobile",10697,6999,https://www.linkedin.com/company/18257,Telecommunications,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
76,58418,2015-09-16,"Lloyds Banking Group",121084,44251,https://www.linkedin.com/company/417361,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
77,58473,2015-09-16,Merck,458656,58343,https://www.linkedin.com/company/1486,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
78,58474,2015-09-16,AT&T,494742,171960,https://www.linkedin.com/company/1052,Telecommunications,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
79,58419,2015-09-16,"Bristol-Myers Squibb",283440,24932,https://www.linkedin.com/company/1773,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
80,58476,2015-09-16,GSK,693144,76596,https://www.linkedin.com/company/1399,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
81,58477,2015-09-16,"General Motors",561934,83544,https://www.linkedin.com/company/1472,Automotive,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
82,58369,2015-09-16,"JPMorgan Chase & Co.",661085,189718,https://www.linkedin.com/company/1068,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
83,58393,2015-09-16,Qualcomm,219167,27673,https://www.linkedin.com/company/2017,Wireless,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
84,58420,2015-09-16,DIRECTV,77896,13498,https://www.linkedin.com/company/3744,Telecommunications,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
85,58478,2015-09-16,Alibaba.com,92910,7245,https://www.linkedin.com/company/14160,Internet,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
86,58481,2015-09-16,SAP,650148,71271,https://www.linkedin.com/company/1115,"Computer Software","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
87,58482,2015-09-16,"Union Pacific Railroad",48560,12288,https://www.linkedin.com/company/5992,Transportation/Trucking/Railroad,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
88,58421,2015-09-16,ING,58875,43443,https://www.linkedin.com/company/2594164,Banking,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
89,58488,2015-09-16,Activision,68358,2312,https://www.linkedin.com/company/4048,"Computer Games","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
90,58376,2015-09-16,Unilever,1719887,76272,https://www.linkedin.com/company/1248,"Consumer Goods","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
91,58422,2015-09-16,"Royal Bank of Scotland",236381,53860,https://www.linkedin.com/company/1730,Banking,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
92,58495,2015-09-16,Dropbox,113269,1569,https://www.linkedin.com/company/167251,Internet,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
93,58498,2015-09-16,"Weight Watchers",19111,6174,https://www.linkedin.com/company/7428,"Health, Wellness and Fitness","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
94,58394,2015-09-16,Accenture,2063480,258009,https://www.linkedin.com/company/1033,"Information Technology and Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
95,58506,2015-09-16,"Snapchat Inc.",28625,481,https://www.linkedin.com/company/3186630,"Computer Software","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
96,58423,2015-09-16,"Lockheed Martin",381762,76031,https://www.linkedin.com/company/1319,"Defense & Space","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
97,58508,2015-09-16,"BNY Mellon",116125,31199,https://www.linkedin.com/company/162750,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
98,58362,2015-09-16,Microsoft,2539829,123785,https://www.linkedin.com/company/1035,"Computer Software","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
99,58380,2015-09-16,Barclays,335293,48443,https://www.linkedin.com/company/1426,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
100,58395,2015-09-16,"American Express",379676,51138,https://www.linkedin.com/company/1277,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
101,58424,2015-09-16,UBS,291849,53979,https://www.linkedin.com/company/1214,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
102,58509,2015-09-16,"Foot Locker",25869,1135,https://www.linkedin.com/company/163864,Retail,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
103,58512,2015-09-16,Spotify,124889,1937,https://www.linkedin.com/company/207470,"Computer Software","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
104,58425,2015-09-16,MetLife,165551,36620,https://www.linkedin.com/company/2213,Insurance,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
105,58396,2015-09-16,Boeing,495690,96273,https://www.linkedin.com/company/1384,"Aviation & Aerospace","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
106,58426,2015-09-16,"CVS Health",141548,45860,https://www.linkedin.com/company/4680,Pharmaceuticals,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
107,58427,2015-09-16,PNC,91531,36686,https://www.linkedin.com/company/4167,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
108,58364,2015-09-16,Altria,16309,3417,https://www.linkedin.com/company/6414,"Consumer Goods","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
109,58398,2015-09-16,"Wells Fargo",430347,184715,https://www.linkedin.com/company/1235,"Financial Services","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
110,58429,2015-09-16,Nike,859887,35947,https://www.linkedin.com/company/2029,"Sporting Goods","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
111,58430,2015-09-16,"Johnson & Johnson",958702,91209,https://www.linkedin.com/company/1207,"Hospital & Health Care","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
112,58370,2015-09-16,Amgen,187799,19966,https://www.linkedin.com/company/2068,Biotechnology,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
113,58431,2015-09-16,PepsiCo,1016316,82648,https://www.linkedin.com/company/1431,"Food & Beverages","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
114,58381,2015-09-16,"Colgate Palmolive",217136,18773,https://www.linkedin.com/company/2748,"Consumer Goods","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
115,58399,2015-09-16,Medtronic,276773,50898,https://www.linkedin.com/company/1841,"Medical Devices","2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
116,58432,2015-09-16,Facebook,1036121,10893,https://www.linkedin.com/company/10667,Internet,"2015-09-16 00:00:00+00","2015-09-16 00:00:00+00",,,,,
117,58534,2015-09-17,"L Brands",78649,28599,https://www.linkedin.com/company/2250,Retail,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
119,58535,2015-09-17,Shire,62934,5859,https://www.linkedin.com/company/5541,Biotechnology,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
120,58536,2015-09-17,"Anthem Inc.",53851,17958,https://www.linkedin.com/company/2619,Insurance,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
121,58537,2015-09-17,Raytheon,176536,31531,https://www.linkedin.com/company/1505,"Defense & Space","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
125,58538,2015-09-17,BB&T,64960,17234,https://www.linkedin.com/company/4672,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
126,58539,2015-09-17,"Caterpillar Inc.",301670,36196,https://www.linkedin.com/company/2622,Machinery,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
127,58542,2015-09-17,"PPG Industries",85795,15624,https://www.linkedin.com/company/4857,Chemicals,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
131,58543,2015-09-17,"Asbury Automotive Group",4363,1901,https://www.linkedin.com/company/31480,Automotive,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
132,58544,2015-09-17,LyondellBasell,41439,7316,https://www.linkedin.com/company/5667,Chemicals,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
134,58545,2015-09-17,Cognizant,707638,157744,https://www.linkedin.com/company/1680,"Information Technology and Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
136,58546,2015-09-17,"State Street",102082,25884,https://www.linkedin.com/company/1767,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
138,58547,2015-09-17,"Public Storage",4480,1673,https://www.linkedin.com/company/16670,"Real Estate","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
140,58548,2015-09-17,"Alexion Pharmaceuticals Inc.",42978,1829,https://www.linkedin.com/company/16750,Biotechnology,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
141,58549,2015-09-17,Cigna,69476,17894,https://www.linkedin.com/company/2490,"Health, Wellness and Fitness","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
144,58550,2015-09-17,Kimberly-Clark,264977,21937,https://www.linkedin.com/company/3439,"Consumer Goods","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
147,58551,2015-09-17,"Suncor Energy",148220,12302,https://www.linkedin.com/company/7866,"Oil & Energy","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
148,58552,2015-09-17,"McGraw Hill Financial",43134,16299,https://www.linkedin.com/company/2934,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
149,58554,2015-09-17,"Avago Technologies",19243,3473,https://www.linkedin.com/company/162592,Semiconductors,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
151,58555,2015-09-17,T-Mobile,166463,37618,https://www.linkedin.com/company/1392,Telecommunications,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
152,58556,2015-09-17,Ericsson,757783,114514,https://www.linkedin.com/company/1060,Telecommunications,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
155,58557,2015-09-17,eBay,198080,21058,https://www.linkedin.com/company/1481,Internet,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
157,58558,2015-09-17,Adobe,473652,12979,https://www.linkedin.com/company/1480,"Computer Software","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
158,58559,2015-09-17,"Intercontinental Exchange",13082,737,https://www.linkedin.com/company/252398,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
162,58560,2015-09-17,"The Blackstone Group",84478,2218,https://www.linkedin.com/company/7834,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
163,58561,2015-09-17,ITW,24185,3248,https://www.linkedin.com/company/9652,Machinery,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
165,58562,2015-09-17,"American Airlines",182897,35311,https://www.linkedin.com/company/2640,Airlines/Aviation,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
166,58563,2015-09-17,"Valero Energy Corporation",46377,5905,https://www.linkedin.com/company/252536,"Oil & Energy","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
168,58566,2015-09-17,IAC,10918,7051,https://www.linkedin.com/company/3700,Internet,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
171,58567,2015-09-17,"Marathon Petroleum Corporation",28198,5094,https://www.linkedin.com/company/13856,"Oil & Energy","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
173,58568,2015-09-17,Yahoo,467984,11760,https://www.linkedin.com/company/1288,Internet,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
176,58569,2015-09-17,Humana,89957,26868,https://www.linkedin.com/company/4257,Insurance,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
177,58572,2015-09-17,Shutterstock,14117,1164,https://www.linkedin.com/company/85823,Internet,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
180,58573,2015-09-17,Halliburton,600199,49083,https://www.linkedin.com/company/2217,"Oil & Energy","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
182,58575,2015-09-17,"Air Products",53844,9716,https://www.linkedin.com/company/4156,Chemicals,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
183,58576,2015-09-17,"Charles Schwab",68618,11616,https://www.linkedin.com/company/1855,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
184,58577,2015-09-17,"Crown Castle",10451,1624,https://www.linkedin.com/company/1557409,Telecommunications,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
187,58578,2015-09-17,"EOG Resources",43797,2587,https://www.linkedin.com/company/22849,"Oil & Energy","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
189,58579,2015-09-17,"Avis Budget Group",37680,7078,https://www.linkedin.com/company/2121,"Leisure, Travel & Tourism","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
190,58580,2015-09-17,"Constellation Brands",27387,2656,https://www.linkedin.com/company/13421,"Wine and Spirits","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
193,58581,2015-09-17,"Credit Suisse",333277,44310,https://www.linkedin.com/company/1284,Banking,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
195,58582,2015-09-17,CSX,38404,9416,https://www.linkedin.com/company/6265,Transportation/Trucking/Railroad,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
196,58583,2015-09-17,BD,104635,14754,https://www.linkedin.com/company/3102,"Medical Devices","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
199,58585,2015-09-17,Dominion,15911,7761,https://www.linkedin.com/company/5666,Utilities,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
200,58586,2015-09-17,"Yum! Brands",56113,4134,https://www.linkedin.com/company/3409,Restaurants,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
202,58587,2015-09-17,"Pizza Hut",44167,17307,https://www.linkedin.com/company/3406,Restaurants,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
204,58588,2015-09-17,KFC,12524,4660,https://www.linkedin.com/company/2774668,Restaurants,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
205,58589,2015-09-17,"Taco Bell",27105,10349,https://www.linkedin.com/company/3407,Restaurants,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
211,58591,2015-09-17,"Brookfield Asset Management",13022,840,https://www.linkedin.com/company/40118,"Financial Services","2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
213,58592,2015-09-17,Shopify,19519,731,https://www.linkedin.com/company/784652,Internet,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
214,58593,2015-09-17,Praxair,41333,11285,https://www.linkedin.com/company/5130,Chemicals,"2015-09-17 00:00:00+00","2015-09-17 00:00:00+00",,,,,
